JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2457974.37452,13.448,0.008,,V,NRNA,,000-BLC-928,,X18809J,,0,1.131,Z,-13.964,,2457974.37588,AT 2017EAW,AAVSO,STD,,,,
2457974.37817,13.473,0.027,,V,CDZ,,000-BCL-910,000-BMH-314,X18919R,(V->V),0,1.159,Z,-6.029,-4.791,2457974.37953,SN 2017EAW,AAVSO,STD,,,,
2457974.37857,13.421,0.027,,V,CDZ,,000-BCL-910,000-BMH-314,X18919R,(V->V),0,1.159,Z,-6.009,-4.777,2457974.37993,SN 2017EAW,AAVSO,STD,,,,
2457974.37897,13.420,0.027,,V,CDZ,,000-BCL-910,000-BMH-314,X18919R,(V->V),0,1.158,Z,-6.014,-4.913,2457974.38033,SN 2017EAW,AAVSO,STD,,,,
2457974.38113,13.940,0.009,,SG,NRNA,,000-BLC-928,,X18809J,,0,1.121,Z,-13.836,,2457974.38249,AT 2017EAW,AAVSO,STD,,,,
2457974.38820,13.113,0.006,,SR,NRNA,,000-BLC-928,,X18809J,,0,1.110,Z,-14.210,,2457974.38956,AT 2017EAW,AAVSO,STD,,,,
2457974.39478,12.913,0.008,,SI,NRNA,,000-BLC-928,,X18809J,,0,1.101,Z,-13.620,,2457974.39614,AT 2017EAW,AAVSO,STD,,,,
2457974.39538,13.440,0.037,,V,MZK,,ENSEMBLE,125,X19665AAL,,0,1.150,Z,,12.555,,SN 2017EAW,AAVSO,STD,,,,
2457974.40,13.2,,,Vis.,PUJ,,13,142,THOMPSON BRYANT CHAR,,,,Z,,,,SN 2017EAW,AAM,STD,,,,
2457975.356969,13.492,0.008,,V,MAND,,000-BCL-940,000-BCL-910,X18820L,,0,1.111,Z,13.438,14.540,2457975.35723 ,AT 2017EAW,AAVSO,STD,,,,
2457975.43403,13.4,,,Vis.,OJR,,130,,X18827AG,,,,Z,,,,SN 2017EAW,,STD,,,,
2457975.50029,13.517,0.023,,V,CDZ,,000-BCL-910,000-BMH-314,X18919R,(V->V),0,1.062,Z,-6.122,-4.934,2457975.50167,SN 2017EAW,AAVSO,STD,,,,
2457975.501,13.5,,,Vis.,PYG,U,134-1,,AAVSO X18919OU,MOON,,,Z,,,,SN 2017EAW,BAA-VSS,STD,,,,
2457975.50110,13.487,0.024,,V,CDZ,,000-BCL-910,000-BMH-314,X18919R,(V->V),0,1.062,Z,-6.058,-4.934,2457975.50248,SN 2017EAW,AAVSO,STD,,,,
2457975.536,13.334,,,CV,PYG,,134,,AAVSO X18919OU,COAST,0,,Z,13.4,,,SN 2017EAW,BAA-VSS,STD,,,,
2457976.3000,13.2,,,Vis.,HCS,,000,,999999,,,,Z,,,,SN 2017EAW,MCSE,STD,,,,
2457976.34795,13.500,0.024,,V,ATE,,NA,134,X18809KV,,0,1.226,Z,,13.439,2457976.34935,SN 2017EAW,AAVSO,STD,,,,
2457976.39097,13.4,,,Vis.,OJR,,130,,X18827AG,,,,Z,,,,SN 2017EAW,,STD,,,,
2457976.40,13.2,,,Vis.,PUJ,,13,142,THOMPSON BRYANT CHAR,,,,Z,,,,SN 2017EAW,AAM,STD,,,,
2457976.40208,13.5,,,Vis.,CQP,,130,134,X19644AOK,,,,Z,,,,SN 2017EAW,AAVSO,STD,,,,
2457976.456,13.4,,,Vis.,VTY,,=134,,X1893OFJ,40CM,,,Z,,,,SN 2017EAW,BAA-VSS,STD,,,,
2457976.4750,13.4,,,Vis.,GZN,,130,138,X18809SK,,,,Z,,,,SN 2017EAW,AAVSO,STD,,,,
2457976.47729,12.738,0.015,,R,CIVA,,ENSEMBLE,130,X19034BZ,,1,1.148,Z,,12.549,,SN 2017EAW,AAVSO,STD,,,,
2457976.48034,13.447,0.032,,V,CIVA,,ENSEMBLE,130,X19034BZ,,1,1.162,Z,,12.956,,SN 2017EAW,AAVSO,STD,,,,
2457976.48111,14.890,0.056,,B,CIVA,,ENSEMBLE,130,X19034BZ,,1,1.149,Z,,13.420,,SN 2017EAW,AAVSO,STD,,,,
2457976.678,13.320,,,CV,PYG,,134,,AAVSO X18919OU,COAST,0,,Z,13.4,,,SN 2017EAW,BAA-VSS,STD,,,,
2457977.35188,13.479,0.023,,V,ATE,,NA,134,X18809KV,,0,1.209,Z,,13.424,2457977.35330,SN 2017EAW,AAVSO,STD,,,,
2457977.373939,13.501,0.007,,V,MAND,,000-BCL-940,000-BCL-910,X18820L,,0,1.081,Z,13.438,14.540,2457977.37420  ,AT 2017EAW,AAVSO,STD,,,,
2457977.38693,13.458,0.010,,V,DUBF,,ENSEMBLE,000-BCL-940,X18926LB,STANDARD MAG:  K = 13.438,0,1.05,Z,,17.993,,SN 2017EAW,VVS,STD,,,,
2457977.38771,13.439,0.010,,V,DUBF,,ENSEMBLE,000-BCL-940,X18926LB,STANDARD MAG:  K = 13.438,0,1.05,Z,,17.964,,SN 2017EAW,VVS,STD,,,,
2457977.42445,13.506,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.088,Z,,12.959,2457977.42587,AT 2017EAW,AAVSO,STD,,,,
2457977.42481,13.457,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.087,Z,,12.959,2457977.42623,AT 2017EAW,AAVSO,STD,,,,
2457977.42517,13.568,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.085,Z,,12.959,2457977.42659,AT 2017EAW,AAVSO,STD,,,,
2457977.42553,13.467,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.084,Z,,12.959,2457977.42695,AT 2017EAW,AAVSO,STD,,,,
2457977.42588,13.469,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.083,Z,,12.959,2457977.42730,AT 2017EAW,AAVSO,STD,,,,
2457977.42624,13.472,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.082,Z,,12.959,2457977.42766,AT 2017EAW,AAVSO,STD,,,,
2457977.42660,13.414,0.015,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.080,Z,,12.959,2457977.42802,AT 2017EAW,AAVSO,STD,,,,
2457977.42697,13.504,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.079,Z,,12.959,2457977.42839,AT 2017EAW,AAVSO,STD,,,,
2457977.42733,13.432,0.015,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.078,Z,,12.959,2457977.42875,AT 2017EAW,AAVSO,STD,,,,
2457977.42769,13.500,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.077,Z,,12.959,2457977.42911,AT 2017EAW,AAVSO,STD,,,,
2457977.42805,13.482,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.076,Z,,12.959,2457977.42947,AT 2017EAW,AAVSO,STD,,,,
2457977.42841,13.448,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.075,Z,,12.959,2457977.42983,AT 2017EAW,AAVSO,STD,,,,
2457977.42877,13.481,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.073,Z,,12.959,2457977.43019,AT 2017EAW,AAVSO,STD,,,,
2457977.42913,13.451,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.072,Z,,12.959,2457977.43055,AT 2017EAW,AAVSO,STD,,,,
2457977.42948,13.462,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.071,Z,,12.959,2457977.43090,AT 2017EAW,AAVSO,STD,,,,
2457977.43054,13.473,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.068,Z,,12.959,2457977.43196,AT 2017EAW,AAVSO,STD,,,,
2457977.43090,13.431,0.015,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.067,Z,,12.959,2457977.43232,AT 2017EAW,AAVSO,STD,,,,
2457977.43125,13.418,0.015,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.066,Z,,12.959,2457977.43267,AT 2017EAW,AAVSO,STD,,,,
2457977.43161,13.450,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.065,Z,,12.959,2457977.43303,AT 2017EAW,AAVSO,STD,,,,
2457977.43197,13.489,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.064,Z,,12.959,2457977.43339,AT 2017EAW,AAVSO,STD,,,,
2457977.43233,13.440,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.063,Z,,12.959,2457977.43375,AT 2017EAW,AAVSO,STD,,,,
2457977.43269,13.382,0.015,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.062,Z,,12.959,2457977.43411,AT 2017EAW,AAVSO,STD,,,,
2457977.43305,13.443,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.061,Z,,12.959,2457977.43447,AT 2017EAW,AAVSO,STD,,,,
2457977.43341,13.513,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.060,Z,,12.959,2457977.43483,AT 2017EAW,AAVSO,STD,,,,
2457977.43377,13.445,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.059,Z,,12.959,2457977.43519,AT 2017EAW,AAVSO,STD,,,,
2457977.43413,13.470,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.058,Z,,12.959,2457977.43555,AT 2017EAW,AAVSO,STD,,,,
2457977.43450,13.465,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.057,Z,,12.959,2457977.43592,AT 2017EAW,AAVSO,STD,,,,
2457977.43485,13.457,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.056,Z,,12.959,2457977.43627,AT 2017EAW,AAVSO,STD,,,,
2457977.43521,13.374,0.015,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.055,Z,,12.959,2457977.43663,AT 2017EAW,AAVSO,STD,,,,
2457977.43557,13.456,0.016,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.054,Z,,12.959,2457977.43699,AT 2017EAW,AAVSO,STD,,,,
2457977.4688,13.5,,,Vis.,GZN,,130,138,X18809SK,,,,Z,,,,SN 2017EAW,AAVSO,STD,,,,
2457978.34306,14.852,0.01,,TB,JPG,,UCAC4-751-062868,,X18896LO,,1,,Z,11.727,,,SN 2017eaw,AAVSO,STD,,,,
2457978.34306,13.383,0.01,,TG,JPG,,UCAC4-751-062868,,X18896LO,,1,,Z,11.458,,,SN 2017eaw,AAVSO,STD,,,,
2457978.34306,12.760,0.01,,TR,JPG,,UCAC4-751-062868,,X18896LO,,1,,Z,11.067,,,SN 2017eaw,AAVSO,STD,,,,
2457978.34484,14.010,0.006,,SG,LGIB,,000-BCL-945,,X19303BVU,,0,1.126,Z,13.153,,,SN 2017EAW,AAVSO,STD,,,,
2457978.35316,12.839,0.006,,R,NRNA,,000-BLC-928,,X18809J,,0,1.150,Z,-14.443,,2457978.35460,AT 2017EAW,AAVSO,STD,,,,
2457978.35977,13.504,0.008,,V,NRNA,,000-BLC-928,,X18809J,,0,1.138,Z,-14.028,,2457978.36121,AT 2017EAW,AAVSO,STD,,,,
2457978.36639,14.024,0.009,,SG,NRNA,,000-BLC-928,,X18809J,,0,1.127,Z,-13.972,,2457978.36783,AT 2017EAW,AAVSO,STD,,,,
2457978.36928,13.446,0.011,,V,DUBF,,ENSEMBLE,000-BCL-940,X18926LB,STANDARD MAG:  K = 13.438,0,1.06,Z,,17.998,,SN 2017EAW,VVS,STD,,,,
2457978.37006,13.450,0.010,,V,DUBF,,ENSEMBLE,000-BCL-940,X18926LB,STANDARD MAG:  K = 13.438,0,1.06,Z,,18.012,,SN 2017EAW,VVS,STD,,,,
2457978.37298,13.164,0.006,,SR,NRNA,,000-BLC-928,,X18809J,,0,1.116,Z,-14.405,,2457978.37442,AT 2017EAW,AAVSO,STD,,,,
2457978.37957,12.954,0.007,,SI,NRNA,,000-BLC-928,,X18809J,,0,1.107,Z,-13.854,,2457978.38101,AT 2017EAW,AAVSO,STD,,,,
2457978.42036,13.122,0.006,,SR,LGIB,,000-BCL-945,,X19303BVU,,0,1.047,Z,12.849,,,SN 2017EAW,AAVSO,STD,,,,
2457978.431,13.5,,,Vis.,MUY,Y,134,138,X18833CR,ACTIVE,,,Z,,,,SN 2017EAW,VVS,STD,,,,
2457978.43256,12.976,0.006,,SI,LGIB,,000-BCL-945,,X19303BVU,,0,1.039,Z,12.723,,,SN 2017EAW,AAVSO,STD,,,,
2457978.44187,12.856,0.006,,R,LGIB,,000-BCL-945,,X19303BVU,,0,1.038,Z,12.577,,,SN 2017EAW,AAVSO,STD,,,,
2457978.4785,13.5,,,Vis.,GZN,,130,138,X18809SK,,,,Z,,,,SN 2017EAW,AAVSO,STD,,,,
2457978.49931,12.785,0.023,,R,CIVA,,ENSEMBLE,130,X19034BZ,,1,1.160,Z,,12.564,,SN 2017EAW,AAVSO,STD,,,,
2457978.542,13.5,,,Vis.,PYG,U,134-1,,AAVSO X18919OU,,,,Z,,,,SN 2017EAW,BAA-VSS,STD,,,,
2457978.67431,13.7,,,Vis.,CKB,,134,141,X18926GZ,,,,Z,,,,SN 2017EAW,AAVSO,STD,,,,
2457979.36024,12.856,0.006,,R,NRNA,,000-BLC-928,,X18809J,,0,1.132,Z,-14.458,,2457979.36169,AT 2017EAW,AAVSO,STD,,,,
2457979.36609,14.910,0.015,,B,NOT,,000-BCL-945,000-BCL-940,X18809B,,1,1.05,Z,13.482,14.158,,SN 2017EAW,BAV,STD,43,,,
2457979.36670,13.459,0.010,,V,NOT,,000-BCL-945,000-BCL-940,X18809B,,1,1.05,Z,12.959,13.459,,SN 2017EAW,BAV,STD,43,,,
2457979.36725,13.526,0.008,,V,NRNA,,000-BLC-928,,X18809J,,0,1.121,Z,-14.027,,2457979.36870,AT 2017EAW,AAVSO,STD,,,,
2457979.37387,14.046,0.009,,SG,NRNA,,000-BLC-928,,X18809J,,0,1.111,Z,-13.979,,2457979.37532,AT 2017EAW,AAVSO,STD,,,,
2457979.37919,14.021,0.007,,SG,LGIB,,000-BCL-945,,X19303BVU,,0,1.067,Z,13.153,,,SN 2017EAW,AAVSO,STD,,,,
2457979.38045,13.171,0.006,,SR,NRNA,,000-BLC-928,,X18809J,,0,1.102,Z,-14.413,,2457979.38190,AT 2017EAW,AAVSO,STD,,,,
2457979.38125,13.3,0.05,,CV,WKL,,,,X18820AP,,0,,Z,13.4,13.0,,SN 2017EAW,BAV,STD,,,,
2457979.38552,13.528,0.007,,V,MAND,,000-BCL-940,000-BCL-910,X18820L,,0,1.062,Z,13.438,14.540,2457979.38697,AT 2017EAW,AAVSO,STD,,,,
2457979.38670,13.129,0.007,,SR,LGIB,,000-BCL-945,,X19303BVU,,0,1.060,Z,12.849,,,SN 2017EAW,AAVSO,STD,,,,
2457979.38791,12.963,0.008,,SI,NRNA,,000-BLC-928,,X18809J,,0,1.093,Z,-13.739,,2457979.38936,AT 2017EAW,AAVSO,STD,,,,
2457979.39466,12.992,0.007,,SI,LGIB,,000-BCL-945,,X19303BVU,,0,1.054,Z,12.723,,,SN 2017EAW,AAVSO,STD,,,,
2457979.40192,12.877,0.006,,R,LGIB,,000-BCL-945,,X19303BVU,,0,1.049,Z,12.577,,,SN 2017EAW,AAVSO,STD,,,,
2457979.444,13.357,,,CV,PYG,,134,,AAVSO X18919OU,COAST,0,,Z,13.4,,,SN 2017EAW,BAA-VSS,STD,,,,
2457979.45721,13.479,0.02,,CV,BDAD,,ensemble,,Astrometrica,"""0.07-m f/5.9 refractor + CCD, 5x120s stack, URAT-1 star catalog""",0,,Z,,,,SN 2017EAW,,STD,,,,
2457979.46431,13.448,0.02,,CV,BDAD,,ensemble,,Astrometrica,"""0.07-m f/5.9 refractor + CCD, 5x120s stack, URAT-1 star catalog""",0,,Z,,,,SN 2017EAW,,STD,,,,
2457979.4819,13.5,,,Vis.,GZN,,130,138,X18809SK,,,,Z,,,,SN 2017EAW,AAVSO,STD,,,,
2457979.51623,13.490,0.032,,V,CIVA,,ENSEMBLE,130,X19034BZ,,1,1.152,Z,,12.969,,SN 2017EAW,AAVSO,STD,,,,
2457979.51624,15.002,0.045,,B,CIVA,,ENSEMBLE,130,X19034BZ,,1,1.144,Z,,13.438,,SN 2017EAW,AAVSO,STD,,,,
2457979.54685,13.558,0.018,,V,LMA,,000-BCL-922,000-BCL-940,X18876PG,,0,1.097,Z,11.666,13.676,,SN 2017EAW,RASC,STD,,,,
2457980.316667,13.4178,0.0021,,CV,MXI,,ENSEMBLE,,X18827AG,,0,,Z,,,,SN 2017EAW,UAI,STD,,,,
2457980.348229,12.825,0.011,,R,DPA,,000-BCL-945,000-BCL-940,X20423BKF,,0,,Z,13.084,13.439,,SN 2017EAW,VVS,STD,,,,
2457980.35,13.3,,,Vis.,PPS,,000,,999999,,,,Z,,,,SN 2017EAW,MCSE,STD,,,,
2457980.350706,12.392,0.012,,I,DPA,,000-BLC-945,000-BLC-940,X20423BKF,,0,,Z,13.517,13.767,,SN 2017EAW,VVS,STD,,,,
2457980.36315,12.769,0.014,,R,CIVA,,ENSEMBLE,130,X19034BZ,,1,1.069,Z,,12.553,,SN 2017EAW,AAVSO,STD,,,,
2457980.36587,14.949,0.015,,B,NOT,,000-BCL-945,000-BCL-940,X18809B,,1,1.05,Z,13.482,14.168,,SN 2017EAW,BAV,STD,44,,,
2457980.36589,13.506,0.029,,V,CIVA,,ENSEMBLE,130,X19034BZ,,1,1.065,Z,,12.950,,SN 2017EAW,AAVSO,STD,,,,
2457980.36590,14.990,0.052,,B,CIVA,,ENSEMBLE,130,X19034BZ,,1,1.066,Z,,13.445,,SN 2017EAW,AAVSO,STD,,,,
2457980.36647,13.464,0.010,,V,NOT,,000-BCL-945,000-BCL-940,X18809B,,1,1.05,Z,12.959,13.423,,SN 2017EAW,BAV,STD,44,,,
2457980.39373,13.534,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.195,Z,,12.959,2457980.39520,AT 2017EAW,AAVSO,STD,,,,
2457980.39409,13.589,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.193,Z,,12.959,2457980.39556,AT 2017EAW,AAVSO,STD,,,,
2457980.39445,13.621,0.019,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.190,Z,,12.959,2457980.39592,AT 2017EAW,AAVSO,STD,,,,
2457980.39481,13.473,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.188,Z,,12.959,2457980.39628,AT 2017EAW,AAVSO,STD,,,,
2457980.39517,13.476,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.186,Z,,12.959,2457980.39664,AT 2017EAW,AAVSO,STD,,,,
2457980.39552,13.540,0.019,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.184,Z,,12.959,2457980.39699,AT 2017EAW,AAVSO,STD,,,,
2457980.39588,13.514,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.182,Z,,12.959,2457980.39735,AT 2017EAW,AAVSO,STD,,,,
2457980.39625,13.577,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.180,Z,,12.959,2457980.39772,AT 2017EAW,AAVSO,STD,,,,
2457980.39661,13.488,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.178,Z,,12.959,2457980.39808,AT 2017EAW,AAVSO,STD,,,,
2457980.39697,13.468,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.176,Z,,12.959,2457980.39844,AT 2017EAW,AAVSO,STD,,,,
2457980.39733,13.590,0.019,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.174,Z,,12.959,2457980.39880,AT 2017EAW,AAVSO,STD,,,,
2457980.39769,13.569,0.019,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.172,Z,,12.959,2457980.39916,AT 2017EAW,AAVSO,STD,,,,
2457980.39805,13.585,0.019,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.170,Z,,12.959,2457980.39952,AT 2017EAW,AAVSO,STD,,,,
2457980.39841,13.505,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.168,Z,,12.959,2457980.39988,AT 2017EAW,AAVSO,STD,,,,
2457980.39878,13.437,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.166,Z,,12.959,2457980.40025,AT 2017EAW,AAVSO,STD,,,,
2457980.39914,13.500,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.164,Z,,12.959,2457980.40061,AT 2017EAW,AAVSO,STD,,,,
2457980.39949,13.476,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.162,Z,,12.959,2457980.40096,AT 2017EAW,AAVSO,STD,,,,
2457980.39985,13.476,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.160,Z,,12.959,2457980.40132,AT 2017EAW,AAVSO,STD,,,,
2457980.40022,13.580,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.158,Z,,12.959,2457980.40169,AT 2017EAW,AAVSO,STD,,,,
2457980.40063,13.508,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.156,Z,,12.959,2457980.40210,AT 2017EAW,AAVSO,STD,,,,
2457980.40099,13.457,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.154,Z,,12.959,2457980.40246,AT 2017EAW,AAVSO,STD,,,,
2457980.40138,13.512,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.152,Z,,12.959,2457980.40285,AT 2017EAW,AAVSO,STD,,,,
2457980.40174,13.508,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.151,Z,,12.959,2457980.40321,AT 2017EAW,AAVSO,STD,,,,
2457980.40210,13.438,0.017,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.149,Z,,12.959,2457980.40357,AT 2017EAW,AAVSO,STD,,,,
2457980.40246,13.562,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.147,Z,,12.959,2457980.40393,AT 2017EAW,AAVSO,STD,,,,
2457980.40283,13.420,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.145,Z,,12.959,2457980.40430,AT 2017EAW,AAVSO,STD,,,,
2457980.40319,13.535,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.143,Z,,12.959,2457980.40466,AT 2017EAW,AAVSO,STD,,,,
2457980.40354,13.489,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.142,Z,,12.959,2457980.40501,AT 2017EAW,AAVSO,STD,,,,
2457980.40390,13.490,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.140,Z,,12.959,2457980.40537,AT 2017EAW,AAVSO,STD,,,,
2457980.40426,13.484,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.138,Z,,12.959,2457980.40573,AT 2017EAW,AAVSO,STD,,,,
2457980.40462,13.640,0.019,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.136,Z,,12.959,2457980.40609,AT 2017EAW,AAVSO,STD,,,,
2457980.40498,13.566,0.019,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.135,Z,,12.959,2457980.40645,AT 2017EAW,AAVSO,STD,,,,
2457980.40535,13.484,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.133,Z,,12.959,2457980.40682,AT 2017EAW,AAVSO,STD,,,,
2457980.40571,13.580,0.019,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.131,Z,,12.959,2457980.40718,AT 2017EAW,AAVSO,STD,,,,
2457980.40607,13.507,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.130,Z,,12.959,2457980.40754,AT 2017EAW,AAVSO,STD,,,,
2457980.40643,13.523,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.128,Z,,12.959,2457980.40790,AT 2017EAW,AAVSO,STD,,,,
2457980.40679,13.539,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.126,Z,,12.959,2457980.40826,AT 2017EAW,AAVSO,STD,,,,
2457980.40714,13.407,0.017,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.125,Z,,12.959,2457980.40861,AT 2017EAW,AAVSO,STD,,,,
2457980.40750,13.447,0.017,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.123,Z,,12.959,2457980.40897,AT 2017EAW,AAVSO,STD,,,,
2457980.40786,13.538,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.122,Z,,12.959,2457980.40933,AT 2017EAW,AAVSO,STD,,,,
2457980.40822,13.536,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.120,Z,,12.959,2457980.40969,AT 2017EAW,AAVSO,STD,,,,
2457980.40858,13.447,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.118,Z,,12.959,2457980.41005,AT 2017EAW,AAVSO,STD,,,,
2457980.40894,13.437,0.017,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.117,Z,,12.959,2457980.41041,AT 2017EAW,AAVSO,STD,,,,
2457980.40930,13.584,0.019,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.115,Z,,12.959,2457980.41077,AT 2017EAW,AAVSO,STD,,,,
2457980.40966,13.629,0.019,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.114,Z,,12.959,2457980.41113,AT 2017EAW,AAVSO,STD,,,,
2457980.41003,13.478,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.112,Z,,12.959,2457980.41150,AT 2017EAW,AAVSO,STD,,,,
2457980.41039,13.505,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.111,Z,,12.959,2457980.41186,AT 2017EAW,AAVSO,STD,,,,
2457980.41074,13.477,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.109,Z,,12.959,2457980.41221,AT 2017EAW,AAVSO,STD,,,,
2457980.41113,13.518,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.108,Z,,12.959,2457980.41260,AT 2017EAW,AAVSO,STD,,,,
2457980.41148,13.441,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.106,Z,,12.959,2457980.41295,AT 2017EAW,AAVSO,STD,,,,
2457980.41184,13.496,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.105,Z,,12.959,2457980.41331,AT 2017EAW,AAVSO,STD,,,,
2457980.41221,13.509,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.103,Z,,12.959,2457980.41368,AT 2017EAW,AAVSO,STD,,,,
2457980.41257,13.580,0.019,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.102,Z,,12.959,2457980.41404,AT 2017EAW,AAVSO,STD,,,,
2457980.41293,13.521,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.100,Z,,12.959,2457980.41440,AT 2017EAW,AAVSO,STD,,,,
2457980.41329,13.588,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.099,Z,,12.959,2457980.41476,AT 2017EAW,AAVSO,STD,,,,
2457980.41365,13.521,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.098,Z,,12.959,2457980.41512,AT 2017EAW,AAVSO,STD,,,,
2457980.41401,13.507,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.096,Z,,12.959,2457980.41548,AT 2017EAW,AAVSO,STD,,,,
2457980.41438,13.521,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.095,Z,,12.959,2457980.41585,AT 2017EAW,AAVSO,STD,,,,
2457980.41474,13.507,0.018,,V,AFSA,,NA,000-BCL-945,X18808M,,0,2.094,Z,,12.959,2457980.41621,AT 2017EAW,AAVSO,STD,,,,
